,0
0,14
1,13
2,14
3,11
4,14
5,14
6,14
7,11
8,29
9,14
10,12
11,10
12,16
13,11
14,14
15,11
16,10
17,11
18,18
19,11
20,14
21,11
22,12
23,18
24,12
25,10
26,13
27,15
28,14
29,14
30,11
31,12
32,11
33,12
34,11
35,12
36,12
37,11
38,14
39,11
40,10
41,12
42,21
43,14
44,13
45,12
46,10
47,12
48,15
49,12
50,13
51,12
52,14
53,13
54,12
55,13
56,11
57,10
58,11
59,12
60,19
61,14
62,13
63,13
64,16
65,18
66,13
67,12
68,20
69,13
70,14
71,10
72,11
73,10
74,11
75,10
76,15
77,17
78,19
79,12
80,26
81,31
82,18
83,12
84,11
85,10
86,32
87,11
88,11
89,13
90,14
91,12
92,10
93,11
94,11
95,13
96,13
97,11
98,11
99,11
100,14
101,11
102,13
103,16
104,11
105,10
106,12
107,13
108,12
109,17
110,22
111,15
112,11
113,10
114,11
115,14
116,13
117,16
118,10
119,15
120,14
121,13
122,10
123,13
124,10
125,25
126,14
127,13
128,10
129,10
130,10
131,14
132,14
133,11
134,11
135,16
136,11
137,13
138,11
139,10
140,11
141,11
142,16
143,11
144,10
145,10
146,11
147,15
148,11
149,13
150,14
151,11
152,13
153,10
154,11
155,13
156,11
157,11
158,20
159,12
160,13
161,17
162,11
163,13
164,11
165,10
166,15
167,13
168,13
169,13
170,12
171,12
172,15
173,10
174,13
175,11
176,12
177,11
178,14
179,15
180,13
181,10
182,11
183,13
184,14
185,13
186,11
187,22
188,28
189,11
190,15
191,13
192,12
193,10
194,11
195,13
196,12
197,11
198,12
199,12
200,12
201,14
202,14
203,10
204,10
205,22
206,11
207,10
208,12
209,19
210,10
211,11
212,10
213,11
214,13
215,12
216,13
217,14
218,14
219,11
220,12
221,14
222,13
223,12
224,11
225,11
226,10
227,14
228,11
229,13
230,11
231,12
232,11
233,14
234,16
235,11
236,13
237,13
238,13
239,13
240,17
241,14
242,12
243,11
244,11
245,15
246,12
247,16
248,12
249,11
250,13
251,13
252,14
253,13
254,12
255,12
256,12
257,12
258,11
259,14
260,15
261,15
262,12
263,15
264,13
265,14
266,12
267,38
268,12
269,19
270,13
271,12
272,11
273,15
274,11
275,10
276,14
277,14
278,11
279,11
280,14
281,12
282,25
283,11
284,10
285,10
286,19
287,10
288,14
289,12
290,14
291,14
292,13
293,13
294,11
295,14
296,18
297,13
298,29
299,10
300,11
301,13
302,16
303,12
304,11
305,12
306,13
307,16
308,11
309,21
310,10
311,12
312,24
313,11
314,11
315,13
316,12
317,19
318,11
319,13
320,20
321,11
322,17
323,11
324,11
325,13
326,14
327,14
328,11
329,11
330,13
331,18
332,12
333,22
334,13
335,12
336,11
337,14
338,16
339,11
340,11
341,12
342,11
343,11
344,11
345,11
346,13
347,11
348,18
349,10
350,21
351,10
352,18
353,14
354,11
355,11
356,13
357,15
358,14
359,16
360,11
361,13
362,11
363,15
364,12
365,14
366,20
367,10
368,13
369,15
370,15
371,16
372,12
373,13
374,13
375,11
376,10
377,10
378,16
379,13
380,11
381,12
382,15
383,13
384,20
385,17
386,12
387,14
388,32
389,11
390,12
391,13
392,11
393,16
394,11
395,17
396,10
397,13
398,23
399,11
400,12
401,16
402,17
403,11
404,10
405,11
406,13
407,11
408,13
409,17
410,10
411,11
412,11
413,15
414,12
415,11
416,10
417,12
418,15
419,11
420,16
421,29
422,12
423,11
424,11
425,14
426,16
427,15
428,11
429,15
430,14
431,15
432,10
433,13
434,12
435,12
436,15
437,11
438,17
439,13
440,11
441,12
442,14
443,18
444,10
445,11
446,11
447,11
448,16
449,12
450,16
451,12
452,12
453,30
454,11
455,11
456,10
457,14
458,13
459,10
460,11
461,12
462,24
463,10
464,39
465,12
466,11
467,12
468,54
469,36
470,13
471,12
472,14
473,11
474,11
475,12
476,15
477,12
478,11
479,12
480,13
481,14
482,12
483,15
484,12
485,15
486,13
487,21
488,11
489,11
490,16
491,11
492,39
493,16
494,10
495,14
496,12
497,11
498,11
499,11
500,13
501,10
502,14
503,36
504,10
505,11
506,17
507,12
508,11
509,12
510,12
511,20
512,11
513,11
514,11
515,11
516,11
517,13
518,10
519,15
520,12
521,12
522,14
523,13
524,36
525,12
526,13
527,11
528,11
529,11
530,22
531,31
532,12
533,33
534,11
535,11
536,12
537,13
538,18
539,31
540,14
541,11
542,15
543,13
544,23
545,11
546,26
547,13
548,11
549,11
550,13
551,15
552,19
553,12
554,10
555,12
556,12
557,11
558,14
559,12
560,16
561,17
562,18
563,11
564,16
565,11
566,10
567,10
568,14
569,15
570,12
571,18
572,13
573,16
574,32
575,13
576,11
577,33
578,13
579,14
580,17
581,14
582,15
583,10
584,10
585,13
586,11
587,17
588,17
589,18
590,13
591,15
592,17
593,15
594,17
595,14
596,28
597,15
598,14
599,11
600,15
601,16
602,13
603,39
604,14
605,14
606,11
607,12
608,13
609,10
610,16
611,13
612,10
613,11
614,10
615,12
616,13
617,10
618,18
619,13
620,11
621,12
622,14
623,11
624,11
625,14
626,19
627,16
628,11
629,13
630,14
631,11
632,10
633,13
634,21
635,11
636,15
637,13
638,13
639,15
640,15
641,12
642,11
643,14
644,11
645,16
646,13
647,11
648,12
649,15
650,11
651,16
652,15
653,14
654,40
655,12
656,25
657,17
658,14
659,47
660,13
661,13
662,18
663,36
664,15
665,15
666,34
667,12
668,22
669,10
670,13
671,10
672,18
673,47
674,13
675,15
676,16
677,11
678,12
679,10
680,14
681,14
682,10
683,11
684,11
685,10
686,10
687,13
688,10
689,16
690,11
691,19
692,11
693,15
694,10
695,11
696,15
697,10
698,15
699,13
700,22
701,43
702,33
703,16
704,11
705,17
706,21
707,13
708,10
709,12
710,17
711,20
712,29
713,14
714,13
715,36
716,12
717,12
718,12
719,13
720,14
721,21
722,12
723,14
724,15
725,11
726,12
727,28
728,12
729,11
730,15
731,13
732,14
733,17
734,12
735,12
736,11
737,10
738,14
739,61
740,12
741,15
742,12
743,13
744,11
745,14
746,28
747,10
748,34
749,10
750,13
751,12
752,20
753,14
754,11
755,11
756,47
757,16
758,11
759,12
760,13
761,21
762,10
763,11
764,13
765,13
766,10
767,11
768,11
769,24
770,14
771,13
772,15
773,23
774,11
775,13
776,19
777,22
778,40
779,12
780,11
781,45
782,19
783,14
784,39
785,17
786,36
787,13
788,11
789,42
790,19
791,10
792,12
793,10
794,16
795,13
796,15
797,10
798,10
799,13
800,12
801,14
802,10
803,15
804,22
805,11
806,11
807,14
808,14
809,13
810,15
811,15
812,13
813,11
814,11
815,14
816,12
817,10
818,12
819,13
820,11
821,12
822,11
823,11
824,15
825,11
826,14
827,26
828,11
829,11
830,14
831,13
832,15
833,17
834,36
835,11
836,10
837,11
838,11
839,14
840,13
841,14
842,12
843,21
844,45
845,12
846,20
847,11
848,14
849,14
850,15
851,12
852,24
853,12
854,12
855,22
856,11
857,11
858,14
859,17
860,12
861,12
862,12
863,11
864,48
865,46
866,14
867,16
868,10
869,20
870,12
871,18
872,15
873,12
874,13
875,15
876,18
877,12
878,15
879,15
880,14
881,17
882,15
883,16
884,10
885,36
886,18
887,10
888,14
889,14
890,17
891,17
892,17
893,16
894,17
895,11
896,42
897,18
898,12
899,12
900,14
901,16
902,14
903,14
904,18
905,14
906,15
907,13
908,16
909,11
910,12
911,12
912,25
913,26
914,12
915,17
916,15
917,11
918,13
919,14
920,12
921,12
922,25
923,22
924,13
925,14
926,12
927,11
928,15
929,13
930,48
931,19
932,14
933,24
934,18
935,19
936,10
937,34
938,13
939,42
940,11
941,11
942,14
943,11
944,12
945,18
946,11
947,30
948,43
949,13
950,35
951,12
952,38
953,11
954,10
955,11
956,25
957,39
958,16
959,63
960,11
961,16
962,17
963,12
964,18
965,19
966,13
967,48
968,11
969,12
970,35
971,25
972,11
973,13
974,12
975,27
976,21
977,26
978,25
979,37
980,48
981,14
982,40
983,28
984,14
985,14
986,18
987,26
988,22
989,37
990,48
991,14
992,12
993,13
994,46
995,10
996,11
997,21
998,13
999,14
1000,14
1001,34
1002,33
1003,20
1004,36
1005,17
1006,49
1007,20
1008,27
1009,13
1010,25
1011,11
1012,11
1013,17
1014,13
1015,57
1016,21
1017,12
1018,10
1019,13
1020,14
1021,15
1022,12
1023,10
1024,16
1025,11
1026,24
1027,10
1028,18
1029,15
1030,10
1031,11
1032,11
1033,20
1034,15
1035,40
1036,14
1037,10
1038,15
1039,10
1040,20
1041,12
1042,23
1043,11
1044,53
1045,13
1046,23
1047,26
1048,18
1049,32
1050,14
1051,20
1052,14
1053,11
1054,24
1055,11
1056,13
1057,11
1058,13
1059,43
1060,12
1061,15
1062,23
1063,19
1064,12
1065,56
1066,19
1067,13
1068,11
1069,13
1070,18
1071,11
1072,34
1073,11
1074,23
1075,40
1076,12
1077,15
1078,13
1079,13
1080,32
1081,21
1082,11
1083,18
1084,13
1085,19
1086,15
1087,18
1088,20
1089,12
1090,11
1091,19
1092,34
1093,15
1094,17
1095,22
1096,14
1097,10
1098,17
1099,25
1100,13
1101,18
1102,12
1103,12
1104,11
1105,21
1106,38
1107,22
1108,19
1109,15
1110,13
1111,12
1112,11
1113,32
1114,10
1115,19
1116,37
1117,18
1118,14
1119,13
1120,17
1121,14
1122,14
1123,10
1124,11
1125,15
1126,34
1127,20
1128,12
1129,14
1130,11
1131,10
1132,15
1133,23
1134,11
1135,11
1136,27
1137,23
1138,13
1139,16
1140,14
1141,35
1142,26
1143,13
1144,11
1145,18
1146,21
1147,11
1148,11
1149,17
1150,16
1151,38
1152,15
1153,10
1154,15
1155,19
1156,14
1157,12
1158,21
1159,42
1160,11
1161,20
1162,14
1163,42
1164,11
1165,35
1166,17
1167,14
1168,18
1169,19
1170,29
1171,35
1172,24
1173,15
1174,11
1175,18
1176,12
1177,12
1178,13
1179,59
1180,12
1181,10
1182,46
1183,49
1184,10
1185,13
1186,14
1187,13
1188,32
1189,12
1190,33
1191,42
1192,12
1193,10
1194,40
1195,17
1196,34
1197,52
1198,17
1199,33
1200,12
1201,14
1202,15
1203,15
1204,13
1205,22
1206,31
1207,20
1208,39
1209,11
1210,31
1211,48
1212,15
1213,13
1214,10
1215,34
1216,14
1217,29
1218,80
1219,14
1220,33
1221,12
1222,14
1223,12
1224,11
1225,19
1226,19
1227,32
1228,40
1229,35
1230,34
1231,13
1232,12
1233,34
1234,10
1235,25
1236,16
1237,19
1238,13
1239,15
1240,30
1241,13
1242,40
1243,13
1244,42
1245,17
1246,31
1247,21
1248,49
1249,18
1250,26
1251,45
1252,12
1253,29
1254,14
1255,11
1256,13
1257,28
1258,45
1259,26
1260,15
1261,13
1262,48
1263,22
1264,11
1265,22
1266,10
1267,10
1268,11
1269,13
1270,40
1271,60
1272,15
1273,14
1274,46
1275,43
1276,14
1277,17
1278,16
1279,21
1280,27
1281,11
1282,11
1283,22
1284,22
1285,13
1286,21
1287,13
1288,12
1289,27
