,0
0,14
1,18
2,37
3,14
4,20
5,28
6,11
7,14
8,24
9,18
10,13
11,20
12,14
13,11
14,11
15,44
16,53
17,38
18,59
19,58
20,17
21,13
22,47
23,33
24,34
25,43
26,26
27,69
28,27
29,13
30,41
31,22
32,37
33,19
34,66
35,28
36,30
37,12
38,69
39,26
40,16
41,16
42,29
43,15
44,26
45,85
46,35
47,16
48,20
49,26
50,18
51,31
52,46
53,36
54,23
55,67
56,20
57,20
58,18
59,19
60,32
61,39
62,34
63,14
64,56
65,55
66,23
67,40
68,29
69,51
70,27
71,90
72,20
73,42
74,50
75,57
76,22
77,12
78,37
79,23
80,92
81,57
82,58
83,12
84,47
85,27
86,19
87,75
88,32
89,21
90,49
91,16
92,14
93,32
94,49
95,34
96,20
97,22
98,14
99,28
100,18
101,30
102,11
103,82
104,26
105,103
106,38
107,21
108,34
109,39
110,69
111,36
112,12
113,16
114,20
115,31
116,25
117,27
118,16
119,37
120,15
121,29
122,86
123,92
124,14
125,17
126,53
127,37
128,67
129,24
130,16
131,56
132,66
133,39
134,20
135,13
136,13
137,13
138,36
139,31
140,65
141,42
142,17
143,33
144,21
145,27
146,16
147,34
148,44
149,94
150,46
151,23
152,43
153,45
154,25
155,40
156,60
157,11
158,42
159,34
160,13
161,39
162,17
163,89
164,35
165,37
166,25
167,22
168,30
169,31
170,10
171,25
172,52
173,46
174,52
175,33
176,34
177,27
178,15
179,15
180,13
181,26
182,30
183,20
184,15
185,15
186,88
187,19
188,26
189,66
190,42
191,59
192,74
193,42
194,27
195,62
196,28
197,14
198,11
199,23
200,18
201,35
202,17
203,48
204,28
205,81
206,37
207,100
208,81
209,21
210,47
211,13
212,22
213,25
214,13
215,15
216,69
217,34
218,26
219,15
220,18
221,16
222,10
223,82
224,25
225,63
226,120
227,37
228,40
229,29
230,91
231,28
232,28
233,12
234,40
235,50
236,22
237,68
238,78
239,39
240,32
241,32
242,14
243,68
244,63
245,60
246,23
247,29
248,45
249,61
250,11
251,24
252,100
253,11
254,15
255,30
256,42
257,11
258,27
259,45
260,19
261,10
262,81
263,27
264,22
265,14
266,12
267,32
268,33
269,32
270,31
271,47
272,21
273,19
274,15
275,37
276,12
277,89
278,12
279,32
280,66
281,25
282,13
283,52
284,50
285,11
286,12
287,44
288,15
289,136
290,30
291,26
292,12
293,75
294,88
295,47
296,18
297,63
298,12
299,43
300,42
301,50
302,19
303,45
304,32
305,29
306,36
307,34
308,21
309,38
310,51
311,26
312,62
313,10
314,84
315,40
316,52
317,15
318,29
319,84
320,75
321,66
322,40
323,29
324,12
325,16
326,53
327,14
328,58
329,50
330,25
331,72
332,105
333,66
334,15
335,10
336,56
337,50
338,12
339,51
340,40
341,84
342,16
343,20
344,27
345,102
346,68
347,29
348,38
349,17
350,38
351,17
352,57
353,14
354,87
355,143
356,33
357,43
358,103
359,29
360,37
361,44
362,62
363,39
364,31
365,34
366,33
367,47
368,85
369,27
370,26
371,42
372,52
373,56
374,43
375,42
376,45
377,13
378,62
379,71
380,11
381,21
382,28
383,88
384,107
385,59
386,50
387,12
388,54
389,50
390,31
391,13
392,13
393,14
394,63
395,31
396,23
397,56
398,13
399,50
400,71
401,72
402,37
403,56
404,10
405,44
406,70
407,15
408,52
409,42
410,13
411,25
412,17
413,17
414,38
415,36
416,24
417,18
418,73
419,31
420,33
421,16
422,29
423,19
424,36
425,131
426,64
427,34
428,31
429,41
430,10
431,37
432,10
433,93
434,55
435,46
436,67
437,33
438,72
439,48
440,13
441,10
442,30
443,84
444,86
445,58
446,83
447,36
448,18
449,59
450,31
451,17
452,76
453,49
454,45
455,14
456,13
457,15
458,41
459,51
460,32
461,70
462,10
463,77
464,94
465,13
466,38
467,71
468,36
469,42
470,28
471,14
472,45
