,0
0,33
1,32
2,16
3,74
4,64
5,7
6,21
7,13
8,39
9,70
10,53
11,43
12,25
13,25
14,28
15,9
16,28
17,23
18,109
19,9
20,30
21,69
22,13
23,7
24,20
25,20
26,42
27,15
28,87
29,24
30,41
31,17
32,8
33,14
34,74
35,50
36,22
37,45
38,55
39,25
40,44
41,20
42,16
43,8
44,20
45,32
46,53
47,28
48,20
49,39
50,9
51,7
52,58
53,20
54,12
55,56
56,24
57,45
58,27
59,49
60,16
61,28
62,25
63,18
64,48
65,12
66,27
67,73
68,83
69,11
70,71
71,28
72,22
73,16
74,79
75,26
76,30
77,42
78,14
79,18
80,17
81,64
82,63
83,41
84,30
85,50
86,41
87,13
88,22
89,27
90,13
91,13
92,24
93,34
94,15
95,42
96,60
97,24
98,116
99,63
100,7
101,13
102,45
103,27
104,19
105,82
106,52
107,11
108,8
109,56
110,31
111,10
112,28
113,53
114,79
115,55
116,10
117,46
118,62
119,10
120,117
121,13
122,16
123,37
124,59
125,34
126,13
127,20
128,23
129,20
130,14
131,48
132,22
133,16
134,51
135,79
136,99
137,14
138,26
139,24
140,57
141,51
142,26
143,55
144,20
145,44
146,22
147,14
148,35
149,13
150,10
151,58
152,24
153,19
154,28
155,26
156,20
157,25
158,25
159,13
160,37
161,8
162,43
163,34
164,41
165,55
166,89
167,21
168,16
169,7
170,69
171,17
172,22
173,15
174,82
175,8
176,34
177,36
178,16
179,67
180,31
181,57
182,55
183,16
184,60
185,16
186,61
187,22
188,93
189,49
190,29
191,24
192,55
193,19
194,16
195,50
196,75
197,16
198,19
199,24
200,12
201,111
202,104
203,95
204,38
205,29
206,20
207,51
208,89
209,86
210,70
211,61
212,75
213,61
214,9
215,12
216,22
217,62
218,11
219,39
220,19
221,66
222,57
223,10
224,16
225,29
226,19
227,72
228,55
229,32
230,62
231,32
232,13
233,33
234,14
235,33
236,26
237,21
238,10
239,16
240,12
241,17
242,40
243,12
244,10
245,34
246,52
247,15
248,28
249,38
250,30
251,107
252,96
253,70
254,20
255,21
256,10
257,25
258,26
259,8
260,28
261,23
262,28
263,83
264,13
265,9
266,51
267,19
268,41
269,31
270,17
271,49
272,48
273,64
274,51
275,18
276,14
277,73
278,66
279,57
280,30
281,24
282,69
283,28
284,52
285,21
286,60
287,81
288,20
289,75
290,22
291,90
292,90
293,31
294,26
295,36
296,124
297,88
298,26
299,31
300,26
301,11
302,25
303,87
304,53
305,42
306,45
307,29
308,57
309,63
310,47
311,22
312,43
313,18
314,64
315,54
316,63
317,25
318,21
319,32
320,87
321,19
322,21
323,13
324,99
325,31
326,30
327,21
328,12
329,14
330,29
331,17
332,10
333,16
334,22
335,27
336,68
337,8
338,34
339,75
340,46
341,24
342,10
343,55
344,102
345,27
346,7
347,41
348,13
349,89
350,22
351,21
352,26
353,19
354,19
355,29
356,18
357,83
358,15
359,10
360,13
361,70
362,20
363,33
364,7
365,43
366,11
367,39
368,70
369,10
370,99
371,34
372,39
373,92
374,30
375,30
376,26
377,91
378,75
379,49
380,88
381,68
382,12
383,29
384,31
385,24
386,25
387,23
388,92
389,22
390,30
391,20
392,62
393,26
394,49
395,25
396,92
397,74
398,17
399,52
400,26
401,36
402,69
403,26
404,12
405,25
406,53
407,17
408,62
409,17
410,20
411,27
412,57
413,94
414,30
415,27
416,66
417,22
418,28
419,37
420,22
421,61
422,31
423,85
424,7
425,25
426,50
427,7
428,17
429,16
430,28
431,76
432,33
433,21
434,13
435,20
436,50
437,38
438,35
439,68
440,15
441,21
442,10
443,21
444,44
445,111
446,13
447,7
448,41
449,42
450,62
451,50
452,47
453,32
454,27
455,17
456,71
457,16
458,23
459,41
460,24
461,7
462,88
463,20
464,34
465,8
466,23
467,48
468,46
469,13
470,18
471,26
472,22
473,9
474,22
475,36
476,88
477,41
478,25
479,25
480,99
481,25
482,82
483,79
484,32
485,23
486,81
487,63
488,44
489,66
490,20
491,39
492,13
493,16
494,19
495,47
496,33
497,31
498,44
499,26
500,86
501,105
502,45
503,22
504,16
505,20
506,22
507,38
508,45
509,22
510,23
511,24
512,42
513,21
514,87
515,35
516,93
517,50
518,29
519,43
520,66
521,14
522,57
523,67
524,18
525,26
526,17
527,28
528,31
529,9
530,66
531,68
532,28
533,26
534,90
535,62
536,61
537,27
538,38
539,24
540,16
541,16
542,74
543,28
544,13
545,52
546,8
547,67
548,63
549,25
550,57
551,30
552,59
553,46
554,13
555,24
556,60
557,66
558,27
559,49
560,8
561,36
562,28
563,24
564,24
565,61
566,9
567,24
568,21
569,17
570,97
571,18
572,34
573,8
574,62
575,22
576,70
577,22
578,56
579,18
580,12
581,32
582,24
583,11
584,25
585,23
586,28
587,15
588,16
589,22
590,25
591,30
592,30
593,36
594,25
595,17
596,30
597,50
598,81
599,17
600,35
601,42
602,56
603,22
604,25
605,22
606,21
607,19
608,54
609,19
610,48
611,74
612,19
613,55
614,31
615,26
616,50
617,89
618,46
619,30
620,65
621,23
622,38
623,19
624,22
625,21
626,81
627,112
628,13
629,12
630,18
631,66
632,52
633,23
634,50
635,35
636,8
637,52
638,24
639,14
640,8
641,106
642,46
643,18
644,21
645,9
646,23
647,49
648,26
649,34
650,34
651,43
652,108
653,52
654,40
655,29
656,23
657,22
658,58
659,51
660,76
661,58
662,9
663,11
664,43
665,38
666,46
667,12
668,53
669,19
670,65
671,35
672,53
673,19
674,28
675,24
676,9
677,20
678,26
679,30
680,30
681,49
682,104
683,9
684,19
685,17
686,15
687,33
688,21
689,12
690,25
691,64
692,16
693,15
694,51
695,10
696,20
697,53
698,37
699,77
700,65
701,16
702,13
703,96
704,13
705,7
706,33
707,20
708,31
709,26
710,15
711,16
712,47
713,14
714,59
715,23
716,18
717,18
718,68
719,21
720,45
721,21
722,22
723,19
724,8
725,20
726,22
727,37
728,34
729,19
730,55
731,27
732,8
733,14
734,10
735,53
